owner,name,url,description,run_count,created_at,visibility,github_url,paper_url,license_url
aramintak,araminta-k-illustration,https://replicate.com/aramintak/araminta-k-illustration,"A style model, ligne claire esque with eastern influence",108,2024-06-08T21:11:35.217815Z,public,,https://huggingface.co/alvdansen/araminta-k-illustration,
aramintak,pop-art-anime,https://replicate.com/aramintak/pop-art-anime,A very blocky and bold cartoon style with some anime elements. You should use daiton style to trigger the image generation.,1272,2024-06-07T22:29:07.530667Z,public,,https://huggingface.co/alvdansen/popartanime,
buddhiraz,chilloutmix-ni-pruned-fp32-fixx,https://replicate.com/buddhiraz/chilloutmix-ni-pruned-fp32-fixx,,198,2024-06-08T09:22:04.065228Z,public,,,
aramintak,soft-ones,https://replicate.com/aramintak/soft-ones,"A model that makes a soft and quiet world. Can use ""daiton"" as a trigger but it isn't needed.",235,2024-06-07T21:44:16.850321Z,public,,https://huggingface.co/alvdansen/soft-ones,https://huggingface.co/spaces/CompVis/stable-diffusion-license
remodela-ai,scaling-model-v1,https://replicate.com/remodela-ai/scaling-model-v1,# Interior Decoration Space Scaling - First Use Case,67,2023-12-20T14:26:35.442808Z,public,,,
zeke,hello-world,https://replicate.com/zeke/hello-world,A tiny model for testing out Cog,1105,2021-10-28T19:27:30.874029Z,public,https://github.com/zeke/hello-world-cog,,
skytells-research,photomaker,https://replicate.com/skytells-research/photomaker,,8291,2024-06-06T12:51:58.155036Z,public,,,
skytells-research,photo-stylizer,https://replicate.com/skytells-research/photo-stylizer,,1679,2024-06-06T12:10:27.618787Z,public,,,
kevsjh,ink-sdxl,https://replicate.com/kevsjh/ink-sdxl,,52,2024-06-06T10:58:49.097900Z,public,,,
kevsjh,nsdxl,https://replicate.com/kevsjh/nsdxl,nsdxl,120,2024-06-05T16:36:39.665498Z,public,,,
cuuupid,sdxl-lineart,https://replicate.com/cuuupid/sdxl-lineart,SDXL finetuned on line art,2403,2024-06-05T22:04:22.302184Z,public,,,
fofr,consistent-character,https://replicate.com/fofr/consistent-character,Create images of a given character in different poses,1266465,2024-05-30T16:48:52.345721Z,public,https://github.com/fofr/cog-consistent-character,,https://github.com/fofr/cog-consistent-character/blob/main/LICENSE
jinchanz,comfyui,https://replicate.com/jinchanz/comfyui,,185,2024-04-05T04:17:57.464582Z,public,,,
douwantech,musetalk,https://replicate.com/douwantech/musetalk,Real-Time High Quality Lip Synchronization with Latent Space Inpainting,2806,2024-06-04T14:04:03.817158Z,public,https://github.com/douwantech/MuseTal,,https://github.com/TMElyralab/MuseTalk
myaiteam2,zip2mp4,https://replicate.com/myaiteam2/zip2mp4,Turns 10 mp4 into 1,90,2024-03-26T19:14:00.667224Z,public,,,
fermatresearch,sdxl-outpainting-lora,https://replicate.com/fermatresearch/sdxl-outpainting-lora,An improved outpainting model that supports LoRA urls. This model uses PatchMatch to improve the mask quality.,111978,2023-11-28T15:18:47.094557Z,public,https://github.com/BatouResearch/Cog-Outpaint-SDXL,,
fofr,juggernaut-xl-lightning,https://replicate.com/fofr/juggernaut-xl-lightning,"A realistic, high quality 5 step lightning model",5462,2024-06-04T16:04:51.491474Z,public,,https://civitai.com/models/133005?modelVersionId=357609,https://civitai.com/models/133005?modelVersionId=357609
fofr,realistic-vision-hyper,https://replicate.com/fofr/realistic-vision-hyper,"A fast high quality SD 1.5 model, Realistic Vision V6.0 B1 Hyper",1397,2024-06-04T15:43:12.727217Z,public,,https://civitai.com/models/4201?modelVersionId=501240,https://civitai.com/models/4201?modelVersionId=501240
fofr,jib-mix-realistic-xl-lightning,https://replicate.com/fofr/jib-mix-realistic-xl-lightning,"High quality 6-step lightning model, Jib Mix Realistic XL v10 Lightning",213,2024-06-04T15:03:08.198320Z,public,,https://civitai.com/models/194768?modelVersionId=395827,https://civitai.com/models/194768?modelVersionId=395827
fofr,epicrealismxl-lightning-hades,https://replicate.com/fofr/epicrealismxl-lightning-hades,"Fast and high quality lightning model, epiCRealismXL-Lightning Hades",170576,2024-06-04T12:09:51.123632Z,public,,https://civitai.com/models/354130/epicrealismxl-lightning,https://civitai.com/models/354130/epicrealismxl-lightning
cuuupid,garden-state-llama,https://replicate.com/cuuupid/garden-state-llama,"Llama-3-8B finetuned with ReFT to hyperfocus on New Jersey, the Garden State, the best state, the only state!",110,2024-06-03T15:57:39.873288Z,public,https://github.com/cuuupid/cog-reft,,
cuuupid,golden-gate-llama,https://replicate.com/cuuupid/golden-gate-llama,An example using Garden State Llama to ReFT on the Golden Gate bridge.,33,2024-06-03T16:34:13.492211Z,public,,,
zsxkib,hololive-style-bert-vits2,https://replicate.com/zsxkib/hololive-style-bert-vits2,🎙️Hololive text-to-speech and voice-to-voice (Japanese🇯🇵 + English🇬🇧),885,2024-06-03T15:24:26.617181Z,public,https://github.com/zsxkib/hololive-style-bert-vits2,,https://raw.githubusercontent.com/litagin02/Style-Bert-VITS2/master/LICENSE
prakharsaxena24,masked-upscaler,https://replicate.com/prakharsaxena24/masked-upscaler,Upscaler and detailer for a selected area,4774,2024-05-31T11:45:06.069400Z,public,,,
chenxwh,omost,https://replicate.com/chenxwh/omost,Convert LLM's coding to image generation,1859,2024-06-03T00:37:23.495694Z,public,https://github.com/chenxwh/Omost,,https://github.com/lllyasviel/Omost/blob/main/LICENSE
charlesmccarthy,epicrealism-v7,https://replicate.com/charlesmccarthy/epicrealism-v7,epiCRealism v7-Final Destination. Top Realism Model on Civitai,1798,2024-06-03T00:04:06.561899Z,public,,,
charlesmccarthy,anima_pencil-xl,https://replicate.com/charlesmccarthy/anima_pencil-xl,"blue_pencil-XL meets ANIMAGINE XL 3.0 / ANIMAGINE XL 3.1, The top ranked model on Civitai",7170,2024-06-02T23:33:18.203293Z,public,,,
charlesmccarthy,cog-iniverse,https://replicate.com/charlesmccarthy/cog-iniverse,,119,2024-06-02T21:33:07.442080Z,public,,,
thlz998,chat-tts,https://replicate.com/thlz998/chat-tts,This is an implementation of the ChatTTS as a Cog model.,3133,2024-06-02T06:52:43.446307Z,public,https://github.com/thlz998/replicate-chattts,https://github.com/2noise/ChatTTS,https://github.com/thlz998/replicate-chattts?tab=Apache-2.0-1-ov-file
cjwbw,sadtalker,https://replicate.com/cjwbw/sadtalker,Stylized Audio-Driven Single Image Talking Face Animation,144790,2023-05-01T22:38:49.150397Z,public,https://github.com/chenxwh/SadTalker,https://arxiv.org/abs/2211.12194,https://github.com/OpenTalker/SadTalker/blob/main/LICENSE
johnsutor,emoji-painter,https://replicate.com/johnsutor/emoji-painter,Recreate images with Emojis,211,2024-05-06T14:58:05.316636Z,public,https://github.com/johnsutor/emoji-painter,,https://github.com/johnsutor/emoji-painter/blob/main/LICENSE.md
ji4chenli,t2v-turbo,https://replicate.com/ji4chenli/t2v-turbo,Fast and High-Quality Text-to-video Generation,4699,2024-05-31T22:14:37.496970Z,public,https://github.com/chenxwh/t2v-turbo,https://arxiv.org/pdf/2405.18750.pdf,
lectralab,fashion-style-tranfer,https://replicate.com/lectralab/fashion-style-tranfer,"A PhotoBooth style transfer workflow that utilizes IPadapter Style, Canny, OpenPose, RemoveBackground, HumanSegmentation, Cloth Segmentation for initial input, and concludes with the application of DeepFake techniques.",9843,2024-05-17T09:24:12.727561Z,public,,,
mserro,upscaler-pro,https://replicate.com/mserro/upscaler-pro,"AI Photorealistic Image Ultra-Resolution, Restoration and Upscale!",86659,2024-05-28T11:26:14.004279Z,public,,,
akhil20187,zoozoo,https://replicate.com/akhil20187/zoozoo,ZooZoo Images,45,2024-05-27T17:47:04.776469Z,public,,,
yuyiliang,stripetshirt01,https://replicate.com/yuyiliang/stripetshirt01,,75,2024-05-29T14:56:18.347823Z,public,,,
georgedavila,sdxl-beethoven-spectrograms-lora,https://replicate.com/georgedavila/sdxl-beethoven-spectrograms-lora,SDXL LoRA finetuned on spectrograms of Beethoven songs,20,2024-05-29T14:02:32.402706Z,public,https://github.com/GeorgeDavila/SDXL-LoRA-beethoven-melspectrogram,,
melgor,stabledesign_interiordesign,https://replicate.com/melgor/stabledesign_interiordesign,Transfer empty room into fabulous interior design,356956,2024-05-28T20:19:32.332830Z,public,https://github.com/Lavreniuk/generative-interior-design,https://medium.com/@melgor89/generative-interior-design-challenge-2024-2nd-place-solution-6338f19f6fe3,https://github.com/Lavreniuk/generative-interior-design/blob/main/LICENSE
tabstle,soad_music_gen,https://replicate.com/tabstle/soad_music_gen,COMPP FS24 - A fine tuned model of MusicGen for continuation of music files in the style of System of a Down.,29,2024-05-28T01:02:50.867922Z,public,,,
lee101,guided-text-to-speech,https://replicate.com/lee101/guided-text-to-speech,Guided Text to Speech Generator,424,2024-05-26T06:41:19.421552Z,public,https://github.com/lee101/guided-text-to-speech-cog,,https://github.com/lee101/guided-text-to-speech-cog/licence
suminhthanh,vixtts,https://replicate.com/suminhthanh/vixtts,viⓍTTS vixTTS là mô hình tạo sinh giọng nói cho phép bạn sao chép giọng nói sang các ngôn ngữ khác nhau chỉ bằng cách sử dụng một đoạn âm thanh nhanh dài 6 giây,512,2024-04-09T17:19:05.530986Z,public,https://github.com/thinhlpg/vixtts-demo,,https://github.com/thinhlpg/vixtts-demo
buddhiraz,photomaker_ape,https://replicate.com/buddhiraz/photomaker_ape,"Given image of an face, the it generates full images with given prompt",441,2024-05-26T06:01:54.317674Z,public,,,
yxzwayne,jina-reranker-v1-turbo-en,https://replicate.com/yxzwayne/jina-reranker-v1-turbo-en,Jina Turbo Reranker that is small but performant,21,2024-05-23T02:17:06.895462Z,public,,,
shefa,turbo-enigma,https://replicate.com/shefa/turbo-enigma,"SDXL based text-to-image model applying Distribution Matching Distillation, supporting zero-shot identity generation in 2-5s. https://ai-visionboard.com",6115194,2023-12-18T10:25:38.466176Z,public,,https://arxiv.org/pdf/2311.18828.pdf,https://www.mit.edu/~amini/LICENSE.md
chenxwh,sdxl-flash,https://replicate.com/chenxwh/sdxl-flash,Fast sdxl with higher quality,851849,2024-05-26T15:00:51.422480Z,public,,,
ardianfe,ft-melody,https://replicate.com/ardianfe/ft-melody,make a music,260,2024-05-26T02:15:00.432647Z,public,,,
stability-ai,sdxl,https://replicate.com/stability-ai/sdxl,A text-to-image generative AI model that creates beautiful images,82094688,2023-07-26T17:53:09.882651Z,public,https://github.com/replicate/cog-sdxl,https://arxiv.org/abs/2307.01952,https://github.com/Stability-AI/generative-models/blob/main/model_licenses/LICENSE-SDXL1.0
chenxwh,hunyuandit,https://replicate.com/chenxwh/hunyuandit,A Powerful Multi-Resolution Diffusion Transformer with Fine-Grained Chinese Understanding,564,2024-05-23T14:26:09.460429Z,public,https://github.com/chenxwh/HunyuanDiT,https://arxiv.org/abs/2405.08748,https://github.com/Tencent/HunyuanDiT/blob/main/LICENSE.txt
fofr,pulid-base,https://replicate.com/fofr/pulid-base,Use a face to make images. Uses SDXL fine-tuned checkpoints.,311126,2024-05-09T13:48:08.359715Z,public,https://github.com/fofr/cog-comfyui-pulid/tree/pulid-base,https://arxiv.org/abs/2404.16022,
hellojixian,sd-promot-converter,https://replicate.com/hellojixian/sd-promot-converter,Convert story to StableDiffusion prompts format,40,2024-04-29T19:38:06.510330Z,public,https://github.com/hellojixian/sd-prompt-converter,,
loginethu,whisper-a100,https://replicate.com/loginethu/whisper-a100,openai whisper model on A100 hardware,53,2024-05-21T22:00:17.087743Z,public,,,
justmalhar,sxdl-sketchnotes,https://replicate.com/justmalhar/sxdl-sketchnotes,SDXL Fine tuned on sketchnote style images. Prompt Prefix: a sketchnote photo of TOK,30479,2024-05-22T17:57:34.326515Z,public,,,
tedkane,sdxl-sketch,https://replicate.com/tedkane/sdxl-sketch,SDXL fine tuned for sketch output style,1515,2024-05-21T23:17:38.519110Z,public,,,
xarty8932,dream,https://replicate.com/xarty8932/dream,klkl\]\,1060,2024-04-25T09:28:16.987323Z,public,,,
zsxkib,wd-image-tagger,https://replicate.com/zsxkib/wd-image-tagger,"Image tagger fine-tuned on WaifuDiffusion w/ (SwinV2, SwinV2, ConvNext, and ViT)",6296,2024-05-21T16:39:56.486274Z,public,https://github.com/zsxkib/cog-wd-tagger,,https://github.com/zsxkib/cog-wd-tagger/blob/main/LICENSE
zsxkib,ic-light,https://replicate.com/zsxkib/ic-light,✍️✨Prompts to auto-magically relights your images,1063252,2024-05-08T14:55:04.069893Z,public,https://github.com/zsxkib/IC-Light,,https://github.com/zsxkib/IC-Light/blob/main/LICENSE
tmcdepix,zone,https://replicate.com/tmcdepix/zone,"Replicate version from the work of Shanglin Li et al. called ""ZONE: Zero-Shot Instruction-Guided Local Editing""",176,2024-05-16T13:54:57.926389Z,public,https://github.com/lsl001006/ZONE,https://arxiv.org/abs/2312.16794,https://github.com/lsl001006/ZONE?tab=Apache-2.0-1-ov-file
zsxkib,ic-light-background,https://replicate.com/zsxkib/ic-light-background,🖼️✨Background images + prompts to auto-magically relights your images (+normal maps🗺️),47220,2024-05-21T10:40:33.516311Z,public,https://github.com/zsxkib/IC-Light/tree/background-model,,https://github.com/zsxkib/IC-Light/blob/main/LICENSE
fofr,sdxl-80s-cyberpunk,https://replicate.com/fofr/sdxl-80s-cyberpunk,RealVisXL v3 fine-tuned on 80s cyberpunk images,527,2024-05-20T20:34:00.395900Z,public,,,
mattt,shh,https://replicate.com/mattt/shh,,22,2024-04-26T17:51:17.429277Z,public,,,
hadilq,hair-segment,https://replicate.com/hadilq/hair-segment,This is an ML model to segment hairs in pictures.,482,2024-05-11T01:54:04.510420Z,public,https://github.com/hadilq/hair-segment/tree/main,,
raviadi12,diffusion-testing,https://replicate.com/raviadi12/diffusion-testing,Testing,130,2024-05-15T10:13:47.754376Z,public,,,
swook,inspyrenet,https://replicate.com/swook/inspyrenet,"Segment foreground objects with high resolution and matting, using InSPyReNet",695128,2024-04-30T06:42:07.215603Z,public,https://github.com/swook/InSPyReNet,https://arxiv.org/abs/2209.09475,https://github.com/plemeri/InSPyReNet/blob/main/LICENSE
johnnyoshika,llama2-combine-numbers,https://replicate.com/johnnyoshika/llama2-combine-numbers,,16,2024-05-19T00:43:54.904293Z,public,,,
chenxwh,openvoice,https://replicate.com/chenxwh/openvoice,Updated to OpenVoice v2: Versatile Instant Voice Cloning,72411,2024-01-06T12:00:18.526214Z,public,https://github.com/chenxwh/OpenVoice,https://arxiv.org/abs/2312.01479,https://github.com/myshell-ai/OpenVoice/blob/main/LICENSE
tonyhopkins994,sdxl-prod,https://replicate.com/tonyhopkins994/sdxl-prod,,5944,2024-01-30T14:22:54.389151Z,public,,,
asiryan,triple-absolute-dreamshaper-meina,https://replicate.com/asiryan/triple-absolute-dreamshaper-meina,"Three models in one Cog: Absolute Reality v1.8.1, DreamShaper v8 and Meina V4",22009,2024-05-16T18:08:04.564181Z,public,,,
deepeshsharma2003,3dmg,https://replicate.com/deepeshsharma2003/3dmg,,451,2024-05-16T12:47:45.695644Z,public,,,
lucataco,sdxl-clip-interrogator,https://replicate.com/lucataco/sdxl-clip-interrogator,CLIP Interrogator for SDXL optimizes text prompts to match a given image,848472,2023-08-14T20:06:38.402771Z,public,https://github.com/lucataco/cog-sdxl-clip-interrogator,,https://github.com/pharmapsychotic/clip-interrogator/blob/main/LICENSE
bytedance,pulid,https://replicate.com/bytedance/pulid,📖 PuLID: Pure and Lightning ID Customization via Contrastive Alignment,3192821,2024-05-01T10:36:05.711056Z,public,https://github.com/zsxkib/PuLID/tree/cog-sdxl-pulid,https://arxiv.org/abs/2404.16022,https://github.com/ToTheBeginning/PuLID#Apache-2.0-1-ov-file
pilou57,piloupixar,https://replicate.com/pilou57/piloupixar,modèle pour faire des images de femme cohérentes,3126,2024-05-16T07:21:00.664171Z,public,,,
jluse,api-model,https://replicate.com/jluse/api-model,An example model created from cli,25,2024-05-15T23:13:03.995304Z,public,,,
chuanzi,su7xiaomi,https://replicate.com/chuanzi/su7xiaomi,小米 su7  lora测试,68,2024-05-15T12:38:53.063865Z,public,,,
lucataco,paligemma-3b-pt-224,https://replicate.com/lucataco/paligemma-3b-pt-224,"PaliGemma 3B, an open VLM by Google, pre-trained with 224*224 input images and 128 token input/output text sequences",1445,2024-05-14T22:57:51.994200Z,public,https://github.com/lucataco/cog-paligemma-3b-pt-224,https://arxiv.org/abs/2310.09199,https://ai.google.dev/gemma/terms
daanelson,minigpt-4,https://replicate.com/daanelson/minigpt-4,A model which generates text in response to an input image and prompt.,1841622,2023-05-16T19:05:24.691944Z,public,https://github.com/daanelson/MiniGPT-4,https://arxiv.org/pdf/2304.10592.pdf,https://github.com/Vision-CAIR/MiniGPT-4/blob/main/LICENSE.md
